comment,sentiment,source
"I would recommend getting vaccinated. It protects not only you but also those who are close to you and the people you love. If you don’t want to get it for your own protection, get it for them.",positive,WHO
Because I actually care about other people. I am not a selfish prick or a gullible fool who believes every conspiracy or insane lie put out by people to control the masses.,positive,WHO
"“Belief” is the wrong verb. The verb you are looking for is “know.” I know that the vaccines being given in the USA (Pfizer, JJ, Moderna) are very safe indeed. And I know the risks of these vaccines are much, much less than the risks of disease.",positive,WHO
"Yes, the Covid-19 vaccine is safe and has been safely given to hundreds of millions of people around the world. A small handful of people have had blood clots after being vaccinated, but this is because they have a very rare medical condition, and most were successfully treated. To give you an idea of how rare the chances of blood clots are, you have a greater chance of dying in an aircraft crash or about the same chance of dying from handling fireworks.",positive,WHO
"Yes it’s safe. Perfect it is not, however there have been very very few adverse reactions with over 1.3 billion doses given so far, and there have been over three million Covid19 deaths, and most likely the Covid19 deaths have been somewhat underreported. Of course it is safe and it is the only sure way to get the Covid19 pandemic under control!",positive,WHO
"“Safe” in this context is not binary. I believe the COVID-19 vaccine will make me, and the people around me, much safer than not being vaccinated makes me and the people around me. That’s what counts.",positive,WHO
"The vaccines have gone through the various testing (if i remember correctly six) phases before being administered. At least 400 millions across the world have received the vaccines, if not more. Of course < 1 % have had issues - mild, severe and fatal. No vaccine, developed even decades ago, is 100 % effective and safe.",positive,WHO
"The current Western Covid vaccines are extremely safe. In addition to the overwhelming numerical statistics, I can tell you anecdotally that I received my second dose of the Pfizer vaccine a month ago tomorrow, and other than a slightly sore arm for a day or so, I have had NO OTHER SIDE EFFECTS. I have not had any fever, sweats, chills, aches, pains nausea or vertigo. No trouble breathing, no loss of smell or taste, no loss of appetite and I did not miss any days at the gym or any long walks. You be safe too and get vaccinated.",positive,WHO
"Absolutely not. Considering the only mRNA testing that’s been done was on ferrets, and all died. Some quickly and some later on. That’s why it was discontinued and didn’t go through the human trials. Why anyone would take this is beyond all comprehension. The media and government are pushing something that is a dangerous and unknown to the public behind what the fear mongering and pushing of this agenda is truly about.",negative,WHO
You would be safe even without taking the vaccine. This whole COVID-19 was a sham and just political. You have a better chance of dying from the common flu than you do from the Coronavirus.,negative,WHO
"Because so far, nearly 100 million doses of vaccine have been given and there has been only one death which might, possibly, have been due to a bad reaction to the vaccine. One in 100 million is a lot less than the risk of dying from, say, eating a toffee.",positive,WHO
"Yes. Properly tested on those valiant volunteers, and 95% effective, I’ll get the vaccine as soon as it’s available.",positive,WHO
"No - you simply can’t “trust” that the COVID-19 vaccine is safe.  I have had problems with vaccines before, from spending a few days in bed after flu shots to spending 4 months at home with a ‘kidney infection’ and paralysis after the polio vaccine in 1963. At least 10% of the polio vaccine was contaminated with SV40, a kidney virus.",negative,WHO
No - you simply can’t “trust” that the COVID-19 vaccine is safe. The short term data is revealing an alarming number and array of symptoms and deaths that are being dismissed as coincidental.,negative,WHO
"I am not an Anti-vaxxer. I believe that the vaccines available for almost all deceases are effective and safe, because they have been proven to be so for many years.",positive,WHO
"The experimental vaccinations were rushed and not even tested on animals. Therefore “vaccine is safe"" is an oxymoron at best. It sounds like propaganda from the Globalists who want to depopulate Earth and tightly control the remainder as slaves.",negative,WHO
No I don’t. It’s experimental and wasn’t put through the trials it was supposed to be. Don’t be a human Guinea pig.,negative,WHO
"No, my best bet who was healthy as a horse just got her second dose 4 days ago and she died yesterday!!!",negative,WHO
Yes. I got both doses of the Maderna vaccine and am fully vaccinated. I encourage everyone to get vaccinated.,positive,WHO
"No, I don't believe it is safe. The push to get people to take an experimental drug with no history of being safe and effective is insanely stupid. It defies common sense and lacks any evidence of intelligence to fall for the scripted bullshit that's being played out. The vaccine is the pandemic not the virus. People are already dropping like flies.",negative,WHO
